NAME,GEO_ID,COMM,COMM_LABEL,YEAR,VAL,TON,state,cfs area (or part)
1,'Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '03', 'Agricultural products (excludes animal feed, cereal grains, and forage products)', '2012', '0', '0', '01', '14200000'
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3013', 'Broad woven fabrics (excludes made of metallized yarn)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3013', 'Broad woven fabrics (excludes made of metallized yarn)', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3014', 'Knitted or crocheted fabrics', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3014', 'Knitted or crocheted fabrics', '2017', '60', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '302', 'Textile clothing and accessories, and headgear (excludes safety)', '2012', '956', '99', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '302', 'Textile clothing and accessories, and headgear (excludes safety)', '2017', '2557', '64', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '303', 'Textiles and textile articles, not elsewhere classified', '2017', '2529', '286', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3020', 'Textile clothing and accessories, and headgear made of artificial fur', '2012', '956', '99', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3020', 'Textile clothing and accessories, and headgear made of artificial fur', '2017', '2557', '64', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '303', 'Textiles and textile articles, not elsewhere classified', '2012', '1508', '168', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3031', 'Narrow-woven fabrics and related products', '2012', '180', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3031', 'Narrow-woven fabrics and related products', '2017', '1193', '54', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3032', 'Tufted carpets and other textile floor coverings', '2012', '67', '3', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3032', 'Tufted carpets and other textile floor coverings', '2017', '510', '103', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3033', 'Textile household furnishings', '2012', '0', '26', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3033', 'Textile household furnishings', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3039', 'Nonwoven and felt fabrics, impregnated, coated, covered, or laminated textile fabrics, and other textiles and textile articles, not elsewhere classified', '2012', '1006', '122', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3039', 'Nonwoven and felt fabrics, impregnated, coated, covered, or laminated textile fabrics, and other textiles and textile articles, not elsewhere classified', '2017', '783', '126', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '304', 'Leather footwear', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '304', 'Leather footwear', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3040', 'Leather footwear', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3040', 'Leather footwear', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '305', 'Leather and articles of leather or allied materials, and dressed fur skins', '2012', '5', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '305', 'Leather and articles of leather or allied materials, and dressed fur skins', '2017', '17', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3050', 'Leather and articles, luggage of related materials, and dressed fur skins', '2012', '5', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3050', 'Leather and articles, luggage of related materials, and dressed fur skins', '2017', '17', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '31', 'Non-metallic mineral products', '2012', '1313', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '31', 'Non-metallic mineral products', '2017', '1928', '4614', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '312', 'Ceramic products', '2017', '112', '39', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '311', 'Hydraulic cements', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3110', 'Hydraulic cements', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '312', 'Ceramic products', '2012', '181', '176', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3121', 'Refractory cements, mortars, concretes, and ceramic products', '2012', '50', '21', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3121', 'Refractory cements, mortars, concretes, and ceramic products', '2017', '77', '28', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3123', 'China, porcelain, and other ceramic household or personal articles', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3122', 'Ceramic construction products', '2012', '15', '49', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3122', 'Ceramic construction products', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3123', 'China, porcelain, and other ceramic household or personal articles', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3129', 'Ceramic sanitary fixtures, and other ceramic products', '2012', '111', '102', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3129', 'Ceramic sanitary fixtures, and other ceramic products', '2017', '25', '3', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '313', 'Glass and glass products', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '313', 'Glass and glass products', '2017', '306', '89', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3131', 'Glass in sheets or profiles', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3131', 'Glass in sheets or profiles', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3132', 'Containers of glass used for transporting or packing goods', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3139', 'Other glass and glass products, not elsewhere classified', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3139', 'Other glass and glass products, not elsewhere classified', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '319', 'Other non-metallic mineral products', '2012', '1008', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '319', 'Other non-metallic mineral products', '2017', '1510', '4486', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3191', 'Worked monumental or building stone and articles', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3192', 'Articles of asphalt or of similar material', '2012', '557', '846', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3192', 'Articles of asphalt or of similar material', '2017', '638', '1078', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3193', 'Gypsum wallboard, sheets, and lath, plaster and articles of plaster or of compositions based on plaster, not elsewhere classified', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3193', 'Gypsum wallboard, sheets, and lath, plaster and articles of plaster or of compositions based on plaster, not elsewhere classified', '2017', '200', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3194', 'Non-refractory mortars and concretes', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3194', 'Non-refractory mortars and concretes', '2017', '171', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3195', 'Articles of cement, concrete, or artificial stone', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3195', 'Articles of cement, concrete, or artificial stone', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3199', 'Other non-metallic mineral products, not elsewhere classified', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3199', 'Other non-metallic mineral products, not elsewhere classified', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3210', 'Ferro-alloys, and iron and steel in primary or semi-finished forms, or in powders or granules', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '32', 'Base metal in primary or semi-finished forms and in finished basic shapes', '2012', '10170', '10638', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '32', 'Base metal in primary or semi-finished forms and in finished basic shapes', '2017', '10708', '11087', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '321', 'Ferro-alloys, and iron and steel in primary or semi-finished forms, or in powders or granules', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '321', 'Ferro-alloys, and iron and steel in primary or semi-finished forms, or in powders or granules', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3210', 'Ferro-alloys, and iron and steel in primary or semi-finished forms, or in powders or granules', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '322', 'Flat-rolled products of iron or steel', '2012', '5283', '7235', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '322', 'Flat-rolled products of iron or steel', '2017', '6558', '8714', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3220', 'Flat-rolled products of iron or steel', '2012', '5283', '7235', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3220', 'Flat-rolled products of iron or steel', '2017', '6558', '8714', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '323', 'Bars, rods, angles, shapes, sections, and wire, of iron or steel', '2012', '573', '442', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '323', 'Bars, rods, angles, shapes, sections, and wire, of iron or steel', '2017', '899', '502', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3230', 'Bars, rods, angles, shapes, sections, and wire, of iron or steel', '2012', '573', '442', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3230', 'Bars, rods, angles, shapes, sections, and wire, of iron or steel', '2017', '899', '502', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '324', 'Nonferrous metal (excludes precious, unwrought, or in finished basic shapes, or in powders or granules)', '2012', '3478', '956', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '324', 'Nonferrous metal (excludes precious, unwrought, or in finished basic shapes, or in powders or granules)', '2017', '2511', '1455', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3241', 'Copper in unwrought forms, or basic shapes, and bars, rods, profiles, wire, plates, sheets, strip, and foil', '2012', '719', '93', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3241', 'Copper in unwrought forms, or basic shapes, and bars, rods, profiles, wire, plates, sheets, strip, and foil', '2017', '535', '96', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3249', 'Other nonferrous metal (excludes precious, in unwrought forms or in finished basic shapes)', '2017', '345', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3242', 'Aluminum in unwrought forms, or basic shapes, and bars, rods, profiles, wire, plates, sheets, strip, and foil', '2012', '2358', '789', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3242', 'Aluminum in unwrought forms, or basic shapes, and bars, rods, profiles, wire, plates, sheets, strip, and foil', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3249', 'Other nonferrous metal (excludes precious, in unwrought forms or in finished basic shapes)', '2012', '0', '74', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '33', 'Articles of base metal', '2012', '2432', '707', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '33', 'Articles of base metal', '2017', '2689', '943', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3311', 'Pipes and tubes', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '331', 'Pipes, tubes, and fittings', '2012', '418', '100', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '331', 'Pipes, tubes, and fittings', '2017', '574', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3311', 'Pipes and tubes', '2012', '50', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3312', 'Pipe and tube fittings', '2012', '367', '75', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3312', 'Pipe and tube fittings', '2017', '451', '55', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '332', 'Structures and parts (excludes prefabricated buildings)', '2012', '1163', '302', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '332', 'Structures and parts (excludes prefabricated buildings)', '2017', '437', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3320', 'Structures and structural parts (excludes prefabricated buildings)', '2012', '1163', '302', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3320', 'Structures and structural parts (excludes prefabricated buildings)', '2017', '437', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '333', 'Hand tools, cutlery (excludes precious metals, interchangeable tools for hand or machine tools, hardware, and industrial fasteners)', '2012', '321', '32', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '333', 'Hand tools, cutlery (excludes precious metals, interchangeable tools for hand or machine tools, hardware, and industrial fasteners)', '2017', '388', '46', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3331', 'Nails, screws, bolts, nuts, washers, staples, and similar fastening articles', '2012', '256', '24', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3331', 'Nails, screws, bolts, nuts, washers, staples, and similar fastening articles', '2017', '107', '22', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3332', 'Hand tools and cutlery (excludes of precious metals)', '2012', '4', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3332', 'Hand tools and cutlery (excludes of precious metals)', '2017', '40', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3333', 'Interchangeable tools for hand or machine tools  (includes for construction and mining tools)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3333', 'Interchangeable tools for hand or machine tools  (includes for construction and mining tools)', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3334', 'Locks, mountings and fittings, racks and similar fixtures, and automatic door closers, of base metal', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3334', 'Locks, mountings and fittings, racks and similar fixtures, and automatic door closers, of base metal', '2017', '171', '22', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '339', 'Other articles of metal', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '339', 'Other articles of metal', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '34', 'Machinery', '2012', '4375', '590', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3391', 'Containers of a capacity not exceeding 300 liters, not elsewhere classified (excludes containers for compressed or liquefied gas)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3399', 'Other articles of non-precious metal, not elsewhere classified (excludes electrically insulated products, nails and staples, backed or printed foil, and musical instruments)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3399', 'Other articles of non-precious metal, not elsewhere classified (excludes electrically insulated products, nails and staples, backed or printed foil, and musical instruments)', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '34', 'Machinery', '2017', '9148', '975', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3411', 'Spark-ignition reciprocating internal-combustion engines with a cylinder capacity exceeding 1,000 cc', '2017', '2042', '202', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '341', 'Internal-combustion engines and parts', '2012', '2095', '264', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '341', 'Internal-combustion engines and parts', '2017', '2219', '221', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3411', 'Spark-ignition reciprocating internal-combustion engines with a cylinder capacity exceeding 1,000 cc', '2012', '1038', '157', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3412', 'Other internal-combustion engines', '2012', '1042', '106', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3412', 'Other internal-combustion engines', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3413', 'Parts of internal-combustion piston engines (excludes pumps for liquids, crankshafts and camshafts, and bearings)', '2012', '15', '1', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3413', 'Parts of internal-combustion piston engines (excludes pumps for liquids, crankshafts and camshafts, and bearings)', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '342', 'Turbines, boilers, nuclear reactors, and nonelectric engines and motors (excludes internal-combustion)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '342', 'Turbines, boilers, nuclear reactors, and nonelectric engines and motors (excludes internal-combustion)', '2017', '187', '29', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3421', 'Steam, vapor, hydraulic, and gas turbines (includes for aircraft)', '2012', '3', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3421', 'Steam, vapor, hydraulic, and gas turbines (includes for aircraft)', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3422', 'Boilers, nuclear reactors,  and nonelectric motors (excludes internal-combustion piston engines, includes missile and rocket reaction engines)', '2012', '80', '5', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3422', 'Boilers, nuclear reactors,  and nonelectric motors (excludes internal-combustion piston engines, includes missile and rocket reaction engines)', '2017', '153', '29', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '343', 'Pumps, compressors, fans, and ventilating or recycling hoods incorporating a fan', '2012', '88', '4', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '343', 'Pumps, compressors, fans, and ventilating or recycling hoods incorporating a fan', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3431', 'Pumps for liquids', '2012', '64', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3431', 'Pumps for liquids', '2017', '10', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3432', 'Air or vacuum pumps and air or other gas compressors', '2012', '23', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3432', 'Air or vacuum pumps and air or other gas compressors', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3433', 'Fans and ventilating or recycling hoods incorporating a fan', '2017', '2', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3441', 'Air-conditioning equipment (excludes compressors and evaporative air coolers)', '2012', '150', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3433', 'Fans and ventilating or recycling hoods incorporating a fan', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '344', 'Air-conditioning, refrigerating, or freezing equipment', '2012', '168', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '344', 'Air-conditioning, refrigerating, or freezing equipment', '2017', '2622', '335', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3441', 'Air-conditioning equipment (excludes compressors and evaporative air coolers)', '2017', '741', '72', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3442', 'Refrigerating or freezing equipment (excludes compressors)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3442', 'Refrigerating or freezing equipment (excludes compressors)', '2017', '1882', '262', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '345', 'Materials-handling, excavating, boring, and related machinery and equipment', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '345', 'Materials-handling, excavating, boring, and related machinery and equipment', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3451', 'Lifting, handling, loading, or unloading machinery and equipment ', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3451', 'Lifting, handling, loading, or unloading machinery and equipment ', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3452', 'Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting, or boring machinery', '2012', '0', '33', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3452', 'Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting, or boring machinery', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '349', 'Other mechanical machinery, not elsewhere classified', '2012', '1521', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '349', 'Other mechanical machinery, not elsewhere classified', '2017', '3425', '303', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3491', 'Dishwashing machines, machinery for cleaning or drying bottles or other containers', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3491', 'Dishwashing machines, machinery for cleaning or drying bottles or other containers', '2017', '545', '52', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3492', 'Agricultural, horticultural, forestry, and poultry- or bee-keeping machinery (excludes powered hand tools, tractors, trailers, wagons, and machinery for spraying or drying)', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3492', 'Agricultural, horticultural, forestry, and poultry- or bee-keeping machinery (excludes powered hand tools, tractors, trailers, wagons, and machinery for spraying or drying)', '2017', '245', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3493', 'Textile manufacturing machines, laundry and sewing machines', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3493', 'Textile manufacturing machines, laundry and sewing machines', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3494', 'Machine-tools (excludes for semiconductor devices) for working hard materials', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3494', 'Machine-tools (excludes for semiconductor devices) for working hard materials', '2017', '0', '3', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3495', 'Powered hand-tools, pneumatic, hydraulic, or with a self-contained electric or non-electric motor', '2017', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3497', 'Ball or roller bearings, transmission shafts and cranks, bearing housings', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3495', 'Powered hand-tools, pneumatic, hydraulic, or with a self-contained electric or non-electric motor', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3496', 'Machines and apparatus for soldering, brazing, welding, surface tempering, hot spraying of metals, and wire, rods, electrodes, and similar products for use with such machines and apparatus', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3496', 'Machines and apparatus for soldering, brazing, welding, surface tempering, hot spraying of metals, and wire, rods, electrodes, and similar products for use with such machines and apparatus', '2017', '66', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3497', 'Ball or roller bearings, transmission shafts and cranks, bearing housings', '2017', '415', '24', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3499', 'Other machinery', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3499', 'Other machinery', '2017', '1948', '202', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '35', 'Electronic and other electrical equipment and components, and office equipment', '2012', '4577', '366', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '35', 'Electronic and other electrical equipment and components, and office equipment', '2017', '4442', '204', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3511', 'Electric motors, generators, generating sets, and rotary converters', '2017', '319', '33', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '351', 'Electric motors, generators, rotary or static converters, and transformers', '2012', '230', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '351', 'Electric motors, generators, rotary or static converters, and transformers', '2017', '326', '33', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3511', 'Electric motors, generators, generating sets, and rotary converters', '2012', '0', '0', '01', '99999999']
['Remainder of Alabama, Alabama; Alabama', 'E330000US0199999999', '3512', 'Electric or electronic transformers, static converters (includes rectifiers, inductors, and power supplies for small appliances and computers)', '2012', '105', '0', '01', '99999999']
